MGI Gene/Marker ID	Symbol	Name	Chr	Qualifier	Annotated Term	Context	Proteoform	Evidence	Inferred From	Reference(s)
MGI:3575512	AY074887	cDNA sequence AY074887	9		cell cycle arrest	happens in primary palate mesenchyme,happens in mesenchymal stem cell		IDA		J:83857 	
MGI:1351332	Azi2	5-azacytidine induced gene 2	9		mitotic cell cycle			IMP	MGI:5544312 	J:204786 	
MGI:1859169	Azin1	antizyme inhibitor 1	15		positive regulation of centrosome duplication			ISO	RGD:61934 	J:155856 	
MGI:1915501	Babam1	BRISC and BRCA1 A complex member 1	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1915501	Babam1	BRISC and BRCA1 A complex member 1	8		signal transduction involved in G2 DNA damage checkpoint			ISO	Q9NWV8 	J:164563 	
MGI:1333875	Babam2	BRISC and BRCA1 A complex member 2	5		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1333875	Babam2	BRISC and BRCA1 A complex member 2	5		signal transduction involved in G2 DNA damage checkpoint			ISO	Q9NXR7 	J:164563 	
MGI:894680	Bach1	BTB and CNC homology 1, basic leucine zipper transcription factor 1	16		regulation of transcription involved in G1/S transition of mitotic cell cycle			ISO	O14867 	J:164563 	
MGI:894680	Bach1	BTB and CNC homology 1, basic leucine zipper transcription factor 1	16		regulation of transcription involved in G2/M transition of mitotic cell cycle			ISO	O14867 	J:164563 	
MGI:1096330	Bad	BCL2-associated agonist of cell death	19		cellular process regulating host cell cycle in response to virus			IDA		J:93470 	
MGI:1919439	Bag6	BCL2-associated athanogene 6	17		synaptonemal complex assembly			IMP		J:139505 	
MGI:1097161	Bak1	BCL2-antagonist/killer 1	17		regulation of cell cycle	happens in B cell		IGI	MGI:99702 	J:100463 	
MGI:1889023	Banp	BTG3 associated nuclear protein	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1206586	Bap1	Brca1 associated protein 1	14		regulation of cell cycle			ISO	Q92560 	J:164563 	
MGI:99702	Bax	BCL2-associated X protein	7		regulation of cell cycle	happens in B cell		IGI	MGI:1097161 	J:100463 	
MGI:2143311	Bbs4	Bardet-Biedl syndrome 4 (human)	9		centrosome cycle			ISO	Q96RK4 	J:164563 	
MGI:2143311	Bbs4	Bardet-Biedl syndrome 4 (human)	9		mitotic cytokinesis			ISO	Q96RK4 	J:164563 	
MGI:2143311	Bbs4	Bardet-Biedl syndrome 4 (human)	9		regulation of cytokinesis			ISO	Q96RK4 	J:164563 	
MGI:2136782	BC004004	cDNA sequence BC004004	17		positive regulation of cell cycle			ISO	Q6UWU4 	J:164563 	
MGI:2672904	BC034090	cDNA sequence BC034090	1		centrosome cycle			IBA	PTN001019969 	J:265628 	
MGI:1913415	Bccip	BRCA2 and CDKN1A interacting protein	7		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1913415	Bccip	BRCA2 and CDKN1A interacting protein	7		establishment of mitotic spindle orientation			IBA	PTN000327451 	J:265628 	
MGI:1913415	Bccip	BRCA2 and CDKN1A interacting protein	7		establishment of mitotic spindle orientation			ISO	Q9P287 	J:164563 	
MGI:1913415	Bccip	BRCA2 and CDKN1A interacting protein	7		mitotic spindle assembly			IBA	PTN000327451 	J:265628 	
MGI:1913415	Bccip	BRCA2 and CDKN1A interacting protein	7		mitotic spindle assembly			ISO	Q9P287 	J:164563 	
MGI:1913415	Bccip	BRCA2 and CDKN1A interacting protein	7		mitotic spindle organization			IBA	PTN000327451 	J:265628 	
MGI:1913415	Bccip	BRCA2 and CDKN1A interacting protein	7		mitotic spindle organization			IMP		J:240998 	
MGI:1913415	Bccip	BRCA2 and CDKN1A interacting protein	7		mitotic spindle organization			ISO	Q9P287 	J:164563 	
MGI:1913415	Bccip	BRCA2 and CDKN1A interacting protein	7		regulation of cyclin-dependent protein serine/threonine kinase activity			IBA	PTN000327451 	J:265628 	
MGI:1913415	Bccip	BRCA2 and CDKN1A interacting protein	7		regulation of cyclin-dependent protein serine/threonine kinase activity			ISO	Q9P287 	J:73065 	
MGI:88138	Bcl2	B cell leukemia/lymphoma 2	1		negative regulation of G1/S transition of mitotic cell cycle			IDA		J:88281 	
MGI:88138	Bcl2	B cell leukemia/lymphoma 2	1		negative regulation of G1/S transition of mitotic cell cycle			IMP		J:88281 	
MGI:88138	Bcl2	B cell leukemia/lymphoma 2	1		negative regulation of G1/S transition of mitotic cell cycle	regulates a function/process that happens in myeloid cell		IMP		J:86240 	
MGI:88138	Bcl2	B cell leukemia/lymphoma 2	1		negative regulation of mitotic cell cycle	regulates a function/process that happens in T cell		IDA		J:42051 	
MGI:88138	Bcl2	B cell leukemia/lymphoma 2	1		regulation of cell cycle	happens in skin,happens in epidermal cell		IMP	MGI:1857430 	J:52893 	
MGI:88139	Bcl2l1	BCL2-like 1	2		cellular process regulating host cell cycle in response to virus	happens in neuron		IMP	MGI:2675966 	J:93470 	
MGI:88139	Bcl2l1	BCL2-like 1	2		mitotic cell cycle checkpoint			ISO	Q07817 	J:164563 	
MGI:88139	Bcl2l1	BCL2-like 1	2		regulation of cytokinesis			ISO	Q07817 	J:164563 	
MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	2		cellular process regulating host cell cycle in response to virus	happens in hippocampus		IDA		J:93470 	
MGI:1197519	Bcl2l11	BCL2-like 11 (apoptosis facilitator)	2		positive regulation of cell cycle	regulates a function/process that happens in B cell		IMP	MGI:2156498 	J:125270 	
MGI:88141	Bcr	BCR activator of RhoGEF and GTPase	10		regulation of cell cycle			IDA		J:74002 	
MGI:1891828	Becn1	beclin 1, autophagy related	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1891828	Becn1	beclin 1, autophagy related	11		mitotic metaphase plate congression			ISO	Q14457 	J:164563 	
MGI:1891828	Becn1	beclin 1, autophagy related	11		positive regulation of attachment of mitotic spindle microtubules to kinetochore			ISO	Q14457 	J:164563 	
MGI:1891828	Becn1	beclin 1, autophagy related	11		regulation of cytokinesis			ISO	Q14457 	J:164563 	
MGI:1338017	Bex2	brain expressed X-linked 2	X		cell cycle			IEA	KW-0131 	J:60000 	
MGI:3606746	Bex4	brain expressed X-linked 4	X		regulation of mitotic cell cycle			IMP		J:243608 	
MGI:108093	Bid	BH3 interacting domain death agonist	6		regulation of G1/S transition of mitotic cell cycle	regulates a function/process that happens in liver,regulates a function/process that happens in hepatocyte		IMP	MGI:2158671 	J:98464 	
MGI:108092	Bin1	bridging integrator 1	18		regulation of cell cycle arrest			ISO	O00499 	J:164563 	
MGI:1929883	Bin3	bridging integrator 3	14		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1929883	Bin3	bridging integrator 3	14		division septum assembly			IEA	KW-0717 	J:60000 	
MGI:1197009	Birc2	baculoviral IAP repeat-containing 2	9		regulation of cell cycle			ISO	Q13490 	J:164563 	
MGI:1203517	Birc5	baculoviral IAP repeat-containing 5	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1203517	Birc5	baculoviral IAP repeat-containing 5	11		G2/M transition of mitotic cell cycle			ISO	O15392 	J:164563 	
MGI:1203517	Birc5	baculoviral IAP repeat-containing 5	11		mitotic cytokinesis			ISO	O15392 	J:164563 	
MGI:1203517	Birc5	baculoviral IAP repeat-containing 5	11		mitotic spindle assembly			IBA	PTN000005168 	J:265628 	
MGI:1203517	Birc5	baculoviral IAP repeat-containing 5	11		mitotic spindle assembly checkpoint			ISO	O15392 	J:164563 	
MGI:1203517	Birc5	baculoviral IAP repeat-containing 5	11		positive regulation of cell cycle			ISO	RGD:70499 	J:155856 	
MGI:1203517	Birc5	baculoviral IAP repeat-containing 5	11		positive regulation of exit from mitosis			ISO	O15392 	J:164563 	
MGI:1203517	Birc5	baculoviral IAP repeat-containing 5	11		positive regulation of mitotic cell cycle			ISO	O15392 	J:164563 	
MGI:1203517	Birc5	baculoviral IAP repeat-containing 5	11		regulation of mitotic cell cycle	regulates a function/process that happens in pancreas		IMP	MGI:3046203 	J:151770 	
MGI:1276108	Birc6	baculoviral IAP repeat-containing 6	17		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1276108	Birc6	baculoviral IAP repeat-containing 6	17		regulation of cytokinesis			ISO	Q9NR09 	J:164563 	
MGI:1858907	Blcap	bladder cancer associated protein	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1328362	Blm	Bloom syndrome, RecQ like helicase	7		mitotic G2 DNA damage checkpoint			ISO	P54132 	J:164563 	
MGI:1328362	Blm	Bloom syndrome, RecQ like helicase	7		regulation of cyclin-dependent protein serine/threonine kinase activity			ISO	P54132 	J:164563 	
MGI:88177	Bmp2	bone morphogenetic protein 2	2		negative regulation of cell cycle			ISO	P12643 	J:164563 	
MGI:88180	Bmp4	bone morphogenetic protein 4	14		negative regulation of cell cycle			ISO	P12644 	J:164563 	
MGI:88180	Bmp4	bone morphogenetic protein 4	14		negative regulation of mitotic nuclear division			ISO	P12644 	J:164563 	
MGI:103302	Bmp7	bone morphogenetic protein 7	2		negative regulation of cell cycle			ISO	P18075 	J:164563 	
MGI:103302	Bmp7	bone morphogenetic protein 7	2		negative regulation of mitotic nuclear division			ISO	P18075 	J:164563 	
MGI:109327	Bnip2	BCL2/adenovirus E1B interacting protein 2	9		centrosome cycle	happens in blastoderm cell		IMP		J:149267 	
MGI:1916806	Bod1	biorientation of chromosomes in cell division 1	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1916806	Bod1	biorientation of chromosomes in cell division 1	11		mitotic metaphase plate congression			ISO	Q96IK1 	J:164563 	
MGI:1916806	Bod1	biorientation of chromosomes in cell division 1	11		mitotic sister chromatid biorientation			ISO	Q96IK1 	J:164563 	
MGI:1916806	Bod1	biorientation of chromosomes in cell division 1	11		mitotic sister chromatid cohesion, centromeric			ISO	Q96IK1 	J:164563 	
MGI:1922638	Boll	boule homolog, RNA binding protein	1		meiotic cell cycle			ISO	Q8N9W6 	J:73065 	
MGI:1334460	Bop1	block of proliferation 1	15		regulation of cell cycle			ISO	Q14137 	J:164563 	
MGI:1924994	Bora	bora, aurora kinase A activator	14		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1924994	Bora	bora, aurora kinase A activator	14		regulation of mitotic nuclear division			IBA	PTN001027713 	J:265628 	
MGI:1924994	Bora	bora, aurora kinase A activator	14		regulation of mitotic nuclear division			ISO	Q6PGQ7 	J:164563 	
MGI:1924994	Bora	bora, aurora kinase A activator	14		regulation of mitotic spindle organization			IBA	PTN001027713 	J:265628 	
MGI:1924994	Bora	bora, aurora kinase A activator	14		regulation of mitotic spindle organization			ISO	Q6PGQ7 	J:164563 	
MGI:104537	Brca1	breast cancer 1, early onset	11		cell cycle			IEA	KW-0131 	J:60000 	
MGI:104537	Brca1	breast cancer 1, early onset	11		centrosome cycle	happens in fibroblast		IGI	MGI:107799 	J:91673 	
MGI:104537	Brca1	breast cancer 1, early onset	11		centrosome duplication			TAS		J:113897 	
MGI:104537	Brca1	breast cancer 1, early onset	11		mitotic G2/M transition checkpoint			IMP		J:92253 	
MGI:104537	Brca1	breast cancer 1, early onset	11		positive regulation of cell cycle arrest			IBA	PTN000349139 	J:265628 	
MGI:104537	Brca1	breast cancer 1, early onset	11		positive regulation of cell cycle arrest			ISO	P38398 	J:164563 	
MGI:104537	Brca1	breast cancer 1, early onset	11		signal transduction involved in G2 DNA damage checkpoint			ISO	P38398 	J:164563 	
MGI:109337	Brca2	breast cancer 2, early onset	5		cell cycle			IEA	KW-0131 	J:60000 	
MGI:109337	Brca2	breast cancer 2, early onset	5		centrosome duplication			ISO	P51587 	J:164563 	
MGI:109337	Brca2	breast cancer 2, early onset	5		homologous chromosome orientation involved in meiotic metaphase I plate congression			ISO	RGD:2219 	J:155856 	
MGI:109337	Brca2	breast cancer 2, early onset	5		male meiosis I	happens in testis,happens in spermatocyte		IMP	MGI:2177233 	J:87231 	
MGI:109337	Brca2	breast cancer 2, early onset	5		mitotic recombination-dependent replication fork processing			ISO	P51587 	J:164563 	
MGI:109337	Brca2	breast cancer 2, early onset	5		positive regulation of mitotic cell cycle			IMP	MGI:1930616 	J:47362 	
MGI:109337	Brca2	breast cancer 2, early onset	5		regulation of cytokinesis	regulates a function/process that happens in fibroblast		IMP	MGI:1930616 	J:93261 	
MGI:2389572	Brcc3	BRCA1/BRCA2-containing complex, subunit 3	X		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2389572	Brcc3	BRCA1/BRCA2-containing complex, subunit 3	X		signal transduction involved in G2 DNA damage checkpoint			ISO	P46736 	J:164563 	
MGI:1888520	Brd4	bromodomain containing 4	17		positive regulation of G2/M transition of mitotic cell cycle			ISO	O60885 	J:73065 	
MGI:1888520	Brd4	bromodomain containing 4	17		regulation of transcription involved in G1/S transition of mitotic cell cycle			ISO	O60885 	J:73065 	
MGI:1349766	Brd7	bromodomain containing 7	8		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1349766	Brd7	bromodomain containing 7	8		negative regulation of G1/S transition of mitotic cell cycle			ISO	Q9NPI1 	J:164563 	
MGI:1891374	Brdt	bromodomain, testis-specific	5		male meiosis I			IMP		J:190041 	
MGI:1891374	Brdt	bromodomain, testis-specific	5		male meiotic nuclear division			IMP		J:190041 	
MGI:1891374	Brdt	bromodomain, testis-specific	5		meiotic cell cycle			IEA	KW-0469 	J:60000 	
MGI:1891374	Brdt	bromodomain, testis-specific	5		positive regulation of transcription involved in meiotic cell cycle			IMP		J:190041 	
MGI:1928478	Brinp1	bone morphogenic protein/retinoic acid inducible neural specific 1	4		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1928478	Brinp1	bone morphogenic protein/retinoic acid inducible neural specific 1	4		cell cycle arrest			IEA	KW-0338 	J:60000 	
MGI:1928478	Brinp1	bone morphogenic protein/retinoic acid inducible neural specific 1	4		negative regulation of cell cycle			ISO	O60477 	J:164563 	
MGI:1928478	Brinp1	bone morphogenic protein/retinoic acid inducible neural specific 1	4		negative regulation of mitotic cell cycle			IBA	PTN001036861 	J:265628 	
MGI:1928478	Brinp1	bone morphogenic protein/retinoic acid inducible neural specific 1	4		negative regulation of mitotic cell cycle			IDA		J:202735 	
MGI:2443333	Brinp2	bone morphogenic protein/retinoic acid inducible neural-specific 2	1		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2443333	Brinp2	bone morphogenic protein/retinoic acid inducible neural-specific 2	1		cell cycle arrest			IEA	KW-0338 	J:60000 	
MGI:2443333	Brinp2	bone morphogenic protein/retinoic acid inducible neural-specific 2	1		negative regulation of cell cycle			ISO	RGD:708419 	J:155856 	
MGI:2443333	Brinp2	bone morphogenic protein/retinoic acid inducible neural-specific 2	1		negative regulation of mitotic cell cycle			IBA	PTN001036861 	J:265628 	
MGI:2443333	Brinp2	bone morphogenic protein/retinoic acid inducible neural-specific 2	1		negative regulation of mitotic cell cycle			IDA		J:202735 	
MGI:2443035	Brinp3	bone morphogenetic protein/retinoic acid inducible neural specific 3	1		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2443035	Brinp3	bone morphogenetic protein/retinoic acid inducible neural specific 3	1		cell cycle arrest			IEA	KW-0338 	J:60000 	
MGI:2443035	Brinp3	bone morphogenetic protein/retinoic acid inducible neural specific 3	1		negative regulation of cell cycle			ISO	RGD:708421 	J:155856 	
MGI:2443035	Brinp3	bone morphogenetic protein/retinoic acid inducible neural specific 3	1		negative regulation of mitotic cell cycle			IBA	PTN001036861 	J:265628 	
MGI:2443035	Brinp3	bone morphogenetic protein/retinoic acid inducible neural specific 3	1		negative regulation of mitotic cell cycle			IDA		J:202735 	
MGI:2442836	Brip1	BRCA1 interacting protein C-terminal helicase 1	11		chiasma assembly			IMP	MGI:4129733 	J:227337 	
MGI:2442836	Brip1	BRCA1 interacting protein C-terminal helicase 1	11		double-strand break repair involved in meiotic recombination			IBA	PTN000158307 	J:265628 	
MGI:2442836	Brip1	BRCA1 interacting protein C-terminal helicase 1	11		double-strand break repair involved in meiotic recombination			IMP	MGI:4129733 	J:227337 	
MGI:2442836	Brip1	BRCA1 interacting protein C-terminal helicase 1	11		meiotic DNA double-strand break processing involved in reciprocal meiotic recombination			IMP	MGI:4129733 	J:227337 	
MGI:2442836	Brip1	BRCA1 interacting protein C-terminal helicase 1	11		synapsis			IMP	MGI:4129733 	J:227337 	
MGI:2685946	Brsk1	BR serine/threonine kinase 1	7		cell cycle			IEA	KW-0131 	J:60000 	
MGI:2685946	Brsk1	BR serine/threonine kinase 1	7		centrosome duplication			IMP		J:154946 	
MGI:2685946	Brsk1	BR serine/threonine kinase 1	7		G2/M transition of mitotic cell cycle			ISO	AY458602 	J:73065 	
MGI:2685946	Brsk1	BR serine/threonine kinase 1	7		mitotic G2 DNA damage checkpoint			ISO	Q8TDC3 	J:164563 	
MGI:1923020	Brsk2	BR serine/threonine kinase 2	7		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1923020	Brsk2	BR serine/threonine kinase 2	7		G2/M transition of mitotic cell cycle			ISO	Q8IWQ3 	J:164563 	
MGI:3650217	Btbd18	BTB (POZ) domain containing 18	2		male meiosis I			IMP		J:240025 	
MGI:99439	Btc	betacellulin, epidermal growth factor family member	5		positive regulation of mitotic nuclear division			ISO	RGD:620275 	J:155856 	
MGI:99439	Btc	betacellulin, epidermal growth factor family member	5		positive regulation of mitotic nuclear division			ISS	NP_071592 	J:63016 	
MGI:88215	Btg1	BTG anti-proliferation factor 1	10		negative regulation of mitotic cell cycle			IBA	PTN001122316 	J:265628 	
MGI:3588262	Btg1b	BTG anti-proliferation factor 1B	X		negative regulation of mitotic cell cycle			IBA	PTN001122316 	J:265628 	
MGI:3588265	Btg1c	BTG anti-proliferation factor 1C	X		negative regulation of mitotic cell cycle			IBA	PTN001122316 	J:265628 	
MGI:108384	Btg2	BTG anti-proliferation factor 2	1		negative regulation of mitotic cell cycle			IBA	PTN001122316 	J:265628 	
MGI:109532	Btg3	BTG anti-proliferation factor 3	16		negative regulation of mitotic cell cycle			IBA	PTN001122316 	J:265628 	
MGI:109532	Btg3	BTG anti-proliferation factor 3	16		negative regulation of mitotic cell cycle			ISO	Q14201 	J:47914 	
MGI:1860140	Btg4	BTG anti-proliferation factor 4	9		negative regulation of mitotic cell cycle			IBA	PTN001122316 	J:265628 	
MGI:1860140	Btg4	BTG anti-proliferation factor 4	9		negative regulation of mitotic cell cycle			IDA		J:64770 	
MGI:3606486	Btn2a2	butyrophilin, subfamily 2, member A2	13		negative regulation of G1/S transition of mitotic cell cycle	regulates a function/process that happens in T cell		IDA		J:202549 	
MGI:1338871	Btrc	beta-transducin repeat containing protein	19		regulation of cell cycle			IMP	MGI:3055737 	J:93010 	
MGI:1100510	Bub1	BUB1, mitotic checkpoint serine/threonine kinase	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1100510	Bub1	BUB1, mitotic checkpoint serine/threonine kinase	2		meiotic sister chromatid cohesion, centromeric			IBA	PTN000361607 	J:265628 	
MGI:1100510	Bub1	BUB1, mitotic checkpoint serine/threonine kinase	2		mitotic spindle assembly checkpoint			IBA	PTN000361607 	J:265628 	
MGI:1100510	Bub1	BUB1, mitotic checkpoint serine/threonine kinase	2		mitotic spindle checkpoint	happens in fibroblast		IMP	MGI:3793294 	J:135093 	
MGI:1100510	Bub1	BUB1, mitotic checkpoint serine/threonine kinase	2		regulation of sister chromatid cohesion			ISO	O43683 	J:164563 	
MGI:1333889	Bub1b	BUB1B, mitotic checkpoint serine/threonine kinase	2		cell cycle			IEA	KW-0131 	J:60000 	
MGI:1333889	Bub1b	BUB1B, mitotic checkpoint serine/threonine kinase	2		meiotic sister chromatid cohesion, centromeric			IBA	PTN000361607 	J:265628 	
MGI:1333889	Bub1b	BUB1B, mitotic checkpoint serine/threonine kinase	2		metaphase/anaphase transition of mitotic cell cycle	happens in hematopoietic stem cell|happens in small intestine,happens in epithelial cell		IGI	MGI:88039 	J:97036 	
